City/province name (CN),City/province name (EN),Province,Year,"1.1. Total production capacity (10,000 cubic metres/day)","1.2. Of which how much is groundwater (10,000 cubic metres/day)",1.3. Number of plants (units),1.4. Of which how many are groundwater water treatment plants (units),"2.1. Total water supply volume / year (10,000 cubic metres/year)","2.2. Average supply per day (10,000 cubic metres/day)","2.3. Maximum supplied in a day (10,000 cubic metres/day)","3.1. Total Volume of water sold (10,000 cubic metres/year)","3.2. Of which Domestic/residential water (10,000 cubic metres/year)","3.3. Of which Administrative water (10,000 cubic metres/year)","3.4. Of which Industrial (10,000 cubic metres/year)","3.5. Of which Commercial (10,000 cubic metres/year)","3.6. Of which Special sectors (10,000 cubic metres/year)","3.7. Of which Other (10,000 cubic metres/year)",4. Water sold / water produced (%),5.1. Coverage rate of urban water supply (%),"5.2. Total city population (10,000s)","5.3. Total city population with water access (10,000s)",6.1. Average water use for all purposes (L/person*day),6.2. Average water use for residential/household/living purposes (L/person*day),7.1. Plants under construction (units),"7.2. Capacity of plants under construction (10,000 cubic metres/day)",8.1. Total pipe length (km),8.2. Of which are sourcing water (km),8.3. Of which are supplying water (km),8.4. of which how much length is for piping 75mm diameter and above (km),"9. Loss and leakage volume (10,000 cubic metres)",10. Loss and leakage rate (%),11. Pipe network density (km of pipe/square kilometer of network area）,12.1. Material: Ductile iron (km),12.2. Material: Steel piping (km),12.3. Material: Cast Iron (km),12.4. Material: PCCP (km),12.5. Material: Plastic (km),12.6. Material: Asbestos cement (km),12.7 Material: Other materials (km),13.1. Total number of water meters (units),13.2. Of which Domestic/residential,13.3. Of which Industrial,13.4. Of which Other,14.1. Overall rate of water that meets standard (%),14.2. turbidity rate meeting standard (%),14.3. Colour  rate of meeting standard (%),14.4. Odor  rate of meeting standard (%),14.5. Residual chlorine  rate of meeting standard (%),14.6. Bacterial contamination rate meeting standards (%),14.7. Total coliform contamination rate meeting standard (%),14.8. Oxygen demand (CODMn) meeting standard rate (%),15.1. Rate at which pressure in water distribution system meets the standard (%),15.2. Average pressure in water distribution system (Mpa),"16.1. Percentage of total water supply area is taken up by low pressure are, ratio (%)",16.2. Total water supply area (square km）,16.3. Total low pressure area (square km),"17.1. Total electricity use (10,000 kWh)","17.2. Electricity use for water production (1,000 kWh/1,000 cubic metre)","17.3. Electricity use for water distribution (1,000 kWh/1,000 cubic metre*Mpa)",18.1. Mixed flocculant consumption (kg),"18.2. Coagulant consumption per unit of water (kg / 1,000 cubic meters)",19.1. Total disinfectant consumption (kg),"19.2. Disinfectant consumption per unit water (kg / 1,000 cubic meters)","20.1. Original value (10,000 yuan)","20.2. Net worth (10,000 yuan)","21. Sales revenue (10,000 yuan)",22.1. Total profit,22.2. Net profit,Loss,23. Unit water sales cost (yuan / thousand m3),"24. Total wages (10,000 yuan)",25.1. Total employees (persons),25.2. Of which On-duty workers,25.3. Of which Other personel,25.4. Of which professional and technical personnel,27.1. Residential drinking water Current price or standard (yuan/cubic meter),27.2. Residential drinking water Original price or standard (yuan/cubic meter),28.1. Administrative water Current price or standard  (yuan/cubic meter),28.2. Administrative water Original price or standard (yuan/cubic meter),29.1. Industrial water Current price or standard (yuan/cubic meter),29.2. Industrial water Original price or standard (yuan/cubic meter),30.1. Business services water Current price or standard (yuan/cubic meter),30.2. Business services water Original price or standard (yuan/cubic meter),31.1. Special industry water Current price or standard (yuan/cubic meter),31.2. Special industry water Original price or standard (yuan/cubic meter),32.1. Unit average water Current price or standard (yuan/cubic meter),32.2. Unit average water Original price or standard (yuan/cubic meter)
湖州,Huzhou,Zhejiang,2003,16,,2,,4031.49,11.05,13.43,2928.6,1056.77,587.98,608.93,611.28,,63.64,0.726431171,100,35.1,35.1,228.6,181.1,,,808.77,1.54,807.23,416.86,1082.88,26.86,20.7,25.63,461.3,185.19,136.66,,,,49776,43861,365,5550,99.87,100,,,,100,100,100,99.38,0.26,,39,,832.12,206.4,382.79,847090.5,21.01,126584,3.14,19199.51,10318.61,3824.15,277.96,186.23,,1238.32,449,246,246,,80,1.5,,1.9,,1.9,,2,,2.4,,1.3,
绍兴,Shaoxing,Zhejiang,2003,50,,3,,6070.68,16.63,21.05,4580.51,1549.16,597.1,1847.25,500.1,,86.91,0.75452997,89.99,63.86,57.4,219,126,,,789,7,782,599,865.54,14.26,3.83,181,47,275,50,14,,215,86850,78098,1227,7525,99.89,100,,,,100,100,99.46,100,0.26,,204,,,,,,,,,13858.2,9335.9,6675.4,-480.26,-480.26,,1714.38,725,280,280,,103,1.8,,2.7,,,,3.7,,3.9,,1.48,
诸暨,Zhuji,Zhejiang,2003,4,,1,,2157.7,5.91,,1771.5,885,87,623,176.5,,,0.821013116,100,20,20,243,157,,,340,,340,340,323,16.36,8.5,73,61,50,40,84,,32,2512,1794,718,,99.8,99.6,,,,100,100,100,97,0.38,8,40,3.2,266,123,,297000,13.8,43500,2.01,6149.17,5594.42,2066.6,15.93,10.67,,1158,245.69,75,63,12,5,1.1,,1.5,,1.5,,1.8,,1.8,,1.36,
上虞,Shangyu,Zhejiang,2003,16,,2,,4030,11.04,12.6,3357,1190,,1897,197,,73,0.833002481,96.9,19.6,19,193,11,,,713,22,691,417,623,16.23,6.2,18.8,4.8,,1.7,19,,23.2,39369,32965,1849,4555,99.7,98.2,,,,100,100,100,99.4,0.25,,111,,536,139.56,408.79,190250,4.95,51700,1.35,24573,23478,4521,37.2,19.4,,871.55,632,226,41,185,8,1.68,,1.9,,1.9,,2.1,,2.3,,1.35,
嵊州,Shengzhou,Zhejiang,2003,10,,2,,1885,5.16,6.28,1653,563,,907,183,,,0.876923077,100,16.76,16.76,270,145,,,376.29,30.86,345.43,169.6,232,12.3,11.33,74.51,28.15,9.81,68.93,1.05,,193.84,7180,5012,2168,,99,100,,,,100,100,99.3,100,0.37,,30.5,,90.2,47,,99403,5.17,32689,1.7,3595.6,2319.8,1795.4,-342.26,-361.82,,1373.45,350.6,115,115,,42,1.5,,1.8,,1.8,,2.3,,2.3,,1.09,
金华,Jinhua,Zhejiang,2003,30,,4,,4338.16,11.89,15.2,3508.33,1287.19,666.78,1125.94,315.18,,113.24,0.808713833,100,26.7,26.7,359.9,132.1,,,435.9,,435.9,435.9,820.5,18.91,8.07,107.15,18.65,125.3,148.4,22.4,,14,65607,58354,7253,,99.54,98.68,,,,100,100,100,99.72,0.28,,54,,110.2,25,,143712,3.22,52141,1.17,30132.7,24198.5,5066.6,-316.98,-316.98,,1640.9,701.5,316,316,,81,1.8,,2.2,,2,,2.5,,3,,1.44,
兰溪,Lanxi,Zhejiang,2003,14,,2,,1418.35,3.89,5.12,1311.69,486.71,34.75,578.93,101.04,,110.26,0.924799944,100,19.53,19.53,184,82.5,,,613.93,2,611.93,174.31,106.66,7.52,28.46,181.05,1,77.59,8,1,,,14413,10756,518,3139,99.78,100,,,,100,100,99.18,100,0.41,,21.5,,240.43,169.51,440.74,119172.5,8.79,16393.5,1.21,9146.12,5741,1730.34,-162.26,-162.26,,1427.08,288.68,184,184,,57,1.2,,1.3,,1.4,,1.6,,1.85,,1.32,
义乌,Yiwu,Zhejiang,2003,20,,2,,3829.54,10.49,14.1,3222.05,1824.31,,1301.34,96.4,,,0.84136737,99.9,43,42.5,208,118,1,15,546,13,533,,616.62,16.1,11.84,120,6,90,16,,,,13787,10470,3317,,100,100,,,,100,100,100,83.9,0.38,,45,,719.74,197.69,,143.2,3.76,477.49,1.25,13344,12700,5173.25,976.02,638.03,,1104.71,540.57,157,28,129,10,1.7,,2.1,,2.1,,2.1,,2.5,,1.61,
东阳,Dongyang,Zhejiang,2003,10,,1,,1342,3.68,5.15,1125,530,99,305,99,,92,0.838301043,100,24.1,24.1,127.9,93.2,,,354.45,23.5,330.95,263.95,217,16,11.28,,75.11,3,236.3,79,,,11941,10696,1245,,99.79,100,,,,100,100,100,99.9,0.31,9.1,10.5,0.96,309.5,223.02,651.6,108700,8.1,18266,1.36,5799,3937,1748,228,228,,1477,308,97,82,15,31,1.7,,1.9,,1.8,,2.3,,2.8,,1.65,
永康,Yongkang,Zhejiang,2003,6,,1,,1462,4.01,6.6,1103,572,,309,223,,,0.754445964,90,16.9,15.2,199,103,1,10,168,,168,168,358,24.5,6.8,3.6,38.7,6.8,118.5,,,,17930,16895,1035,,98.96,98.08,,,,100,100,100,88,0.28,,24.7,,2855,168,,267946,16,48700,3,7188.8,6832.8,1633,61,61,,975,218,97,97,,41,1.7,,2,,2,,2.45,,2.45,,1.48,
衢州,Quzhou,Zhejiang,2003,9,,2,,2070,5.67,8.17,1713,982,74,260,291,,106,0.827536232,98,22.3,21.85,214,123,,,265.6,0.6,256,256,297,14.35,7.24,98,38,88,15,12,,5,29136,24486,4650,,98.8,94.7,,,,99.7,99.9,99.7,99,0.33,3.1,35.49,1.09,376,219.25,550.43,179750,10.5,30070,1.76,10718,7333,1651,125,101,,920.2,394,129,129,,66,1.4,,1.4,,1.1,,1.7,,,,0.96,
江山,Jiangshan,Zhejiang,2003,5,,1,,675,1.85,2.4,554,298,,121,133,,2,0.820740741,91,11.2,10.1,150.3,81.1,,,127.2,,127.2,123.45,121,17.9,12,,,,,,,,10251,9558,650,43,100,100,,,,100,100,100,99.9,0.31,9.1,10.5,0.96,119.2,176.58,129.64,117.25,17.37,13483,2,2703.9,2150.3,498.7,34.6,22.2,,545.56,190.4,103,103,,39,0.9,,0.9,,1.1,,1.3,,1.3,,0.9,
舟山,Zhoushan,Zhejiang,2003,19.88,,4,,3148,8.62,10.5,2099,1117,75,855,,,52,0.666772554,96.95,28.81,27.93,235.2,151.4,,,512,,512,512,735,23.35,10.2,176.8,6.5,133.3,160.3,21.9,,13,91442,80668,849,9925,99.87,100,,,,100,100,100,99.9,0.22,,62,,237,113.1,380,898301,27.5,101076,3.1,22074,20287,5564,1573,1196,,1657,672,282,282,,32,2,,3,,2.3,,4,,2.5,,2.32,
台州椒江区,Taizhou Jiaojiang District,Zhejiang,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台州黄岩区,Taizhou Huangyan District,Zhejiang,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台州路桥区,Taizhou Luqiao District,Zhejiang,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
温岭,Wenling,Zhejiang,2003,8,,1,,1904,5.22,6.5,1554,652,397,351,155,,,0.816176471,99,21.6,21,190,157,,,811.67,27,784.67,784.67,3266.78,20.06,5.41,247.96,35.31,474.73,,24.32,2.35,,60568,51323,8659,586,98.15,92.05,,,,100,100,100,100,,,18.67,,276,144,,14000,0.7,26000,1.3,6990,4836,1579,151,101,,1055.74,200,58,45,13,14,1.09,,1.25,,1.34,,1.4,,1.54,,1.17,
临海,Linhai,Zhejiang,2003,10,,2,,2193.2,6.01,7.3,1781.8,710.9,391.6,520,116.4,,42.9,0.812420208,100,22.57,22.57,216.3,86.3,,,392,44,348,222.6,411.4,18.75,14.3,,,,,,,,11831,9222,609,2000,99.99,100,,,,100,100,100,100,0.3,,27.5,,358.4,201.1,670.3,,,66900,3.75,6111.5,4121.5,2237.8,-290.2,-290.2,,1461.5,252.9,113,113,,20,1.07,,1.25,,1.29,,1.86,,1.99,,1.27,
丽水,Lishui,Zhejiang,2003,10,,2,,2029,5.56,7.23,1523,909,81,144,366,,23,0.750616067,100,17.3,17.3,241,144,,,236,19,217,119,506,24.93,15.94,70,2,150,9,5,,,26140,21399,162,4549,99.97,99.73,,,,100,100,100,98.41,0.32,1.5,15,0.23,48,23.7,,63585,3.13,36550,1.8,8615,7249,1106,-1536,-1536,,1236.51,270,169,169,,60,1.07,,1.07,,1.07,,1.07,,1.07,,0.3,
龙泉,Longquan,Zhejiang,2003,3,,1,,495,1.36,2.3,372.7,226.7,12,92.8,33.3,,7.9,0.752929293,100,5.51,5.51,185.3,135.3,,,71.4,0.1,71.3,71.3,122.3,24.7,15.8,,3.9,,67.5,,,,15132,13267,1430,435,99.31,96.98,,,,100,100,100,98,0.28,11.1,4.5,0.5,139.67,282.16,450,15295.5,3.09,9652.5,1.95,2851.2,2187.5,538.8,-874,-87.4,,1712.25,107.8,64,64,,37,1.5,,1.6,,,,1.7,,1.5,,1.45,
合肥,Hefei,Anhui,2003,87.5,,4,,21944.9,60.12,75.76,19765.6,8909.8,3140.3,4609.2,1809.4,,,0.900692188,94.3,155.86,147,368.4,258.3,,,852.13,59.04,793.09,793.09,2111.3,9.6,6.5,399.04,47.5,220.2,82.07,22.91,80.35,,41700,35800,,,99.94,99.72,,,,100,100,100,99.91,0.33,,121.2,,5810.7,247.2,399,6927.6,30.75,4.2,,122623.97,78331.92,34576.9,2115.7,1604.9,,854.22,2030.1,1233,659,,218,0.82,0.75,0.84,0.75,0.74,0.79,1.15,1.2,1.41,1.46,0.82,
芜湖,Wuhu,Anhui,2003,47.5,,4,,9626.65,26.47,30.78,8280.95,3655.08,790.05,3352.59,481.27,,,0.860210977,100,65.88,65.88,344.75,241.33,,,645.86,5.3,640.56,640.56,1344.83,13.97,2.54,157.73,112.46,20.01,61.4,257.82,30.99,,94239,82290,,,100,100,,,,100,100,100,100,0.27,,219.6,,2831.31,294.11,433.93,1769.63,18.38,,1.63,45693,30946,7802,210,210,,952.96,1266,916,663,,194,0.92,0.82,1.17,0.95,1.03,0.89,1.73,1.43,,,1,
蚌埠,Bengbu,Anhui,2003,41,1,2,1,9082.83,24.88,26.14,5870.1,1917.94,895.12,2639.28,201.66,216.1,,0.646285354,100,55.33,55.33,,,2,21,468.23,,468.23,468.23,1182.52,13.02,,,,,,,,,37100,23800,,,100,100,,,,100,100,100,100,0.22,,54,,1576.95,173.62,438.75,2575.27,28.75,,2.24,41502,27188,6795.5,61,61,,856.49,959,859,545,314,108,0.7,0.6,0.8,0.6,1.05,0.85,1.6,1.3,1.8,1.3,0.95,
淮南,Huainan,Anhui,2003,13.5,13.5,1,1,2234,6.12,12,1709.9,696.2,46.9,669.4,295.4,,,0.765398389,,,,,,1,2,181.7,14.7,167,167,846.85,16.03,3.4,,,,,,,,50500,47400,,,99.75,99.79,,,,100,100,100,99.97,,,48,,1827.54,308.41,,1778,30.01,,3.9,9902,4143,3615.26,-306.38,-306.38,,878.16,,790,402,,210,0.76,0.55,0.9,,0.9,0.65,1.3,0.87,1.5,,0.28,
马鞍山,Ma On Shan,Anhui,2003,33.5,,3,,7531,,,5008,2519,572,1487,431,,,0.66498473,100,55.12,55.12,249,125,,,653.94,325.8,328.14,328.14,2273,30.18,20.38,30.38,20.44,,,,,,66502,63808,,,99.94,100,,,,100,100,100,99.7,,,,,2169,281.9,,,,,1.3,26623,18087,4386,-2714,-2714,,876,528,520,520,,90,0.83,,1.04,,1.12,,1.44,,,,0.89,
安庆,Anqing,Anhui,2003,41.5,,3,,4515.36,12,16.72,3615.79,1399.14,591.11,1093.27,532.27,,,0.800775575,74.8,43.55,37.93,121,86.11,,,289.35,7.18,282.17,282.17,,17.96,6.78,34.19,17.6,226.71,3.67,,,,51565,43780,,,99.7,98.74,,,,100,100,100,100,0.3,7.5,40,3,1478,60,257.15,228.36,4.77,,1.35,19683,14971,2989,7.03,,,512.07,932,577,300,150,130,0.74,0.64,0.85,0.64,0.86,0.65,1.12,0.85,,,,
铜陵,Tongling,Anhui,2003,22.5,,3,,4519,12.3,16.5,3773.7,1567.8,375.3,1441.4,316.7,65.9,,0.835074131,98,35.64,32.47,318.4,116.22,,,196.64,13.5,183.14,183.4,745.3,16.49,6.4,26,71.1,25.6,40.1,19.3,1.1,,36800,33900,,,100,100,,,,100,100,100,100,0.34,83.66,25.7,21.7,1931,369,,227,4.3,,1.3,17456.1,8891.6,3789.1,140.5,140.5,,1090.75,801.6,490,201,215,74,1.04,0.74,1.04,0.74,1.09,1.04,1.54,1.38,1.64,,1.06,
淮北,Huaibei,Anhui,2003,13.5,1.5,1,1,2234,6.12,12,1707.9,696.2,46.9,669.4,295.4,,,0.764503133,,,,,,1,2,136.83,0.83,136,136,273,12.22,5.48,,,,,,,,18000,16755,,,99.8,100,,,,100,100,98,99,0.3,60,25,15,973.3,,,,,,,4566,2204,,61.6,,,670,214,216,50,108,48,0.7,,0.8,,0.9,,1.5,,,,0.98,
六安,Lu'an,Anhui,2003,14,,1,,3865,10.6,12.4,2664,1731.6,372.96,319.68,186.48,53.28,,0.689262613,97.9,30.59,29.96,243.61,175.4,,,220.2,0.3,219.9,219.9,144,31,8.8,42.05,1.17,24.6,29.7,5.09,,,34400,32100,,,100,100,,,,100,100,100,99.4,0.3,,25,,868.98,222.76,229.34,251.5,6.51,,1.35,8488,6036,3383.48,-28.93,-28.93,,602.28,433.1,610,500,,86,0.73,0.63,1.11,1.01,1.11,1.01,1.53,1.43,1.62,1.43,1.02,
滁州,Chuzhou,Anhui,2003,17,,3,,5282.1,14.47,,4435.25,2498.2,398.03,1123.47,295.62,119.92,,0.839675508,99.75,55.5,50,243,160,1,10,255.8,,255.8,255.8,334.99,15.65,,,,,,,,,14200,13100,,,100,99.73,,,,100,100,100,100,0.25,,,,349.54,320.05,,8.45,1.64,,0.63,8885.98,5065.62,2424.48,12.56,8.41,,876.54,384.58,445,302,143,115,0.91,0.77,0.97,1.12,1.2,1.12,1.42,1.22,1.57,1.32,1.02,
阜阳,Fuyang,Anhui,2003,12,12,1,1,1595.48,5.8,,1282.18,911.58,,161.2,209.4,,,0.803632763,92,33,30.5,105.07,,,,170,,170,170,310,19.43,2.8,,,,,,,,12000,11700,,,100,100,,,,100,100,100,98,,,66,,1011.67,,,,,,,3706,1908,2036,1.17,0.98,,811.35,581.4,596,160,401,35,1.06,0.86,,,1.3,1.05,1.5,1.15,,,1.14,
黄山,Huangshan,Anhui,2003,11,,2,,1330.24,3.64,4.93,1091.46,527.45,259.7,103.05,201.25,,,0.820498557,87,15.48,13.51,221,148,,,113.31,1.31,112,112,238.78,12.95,4.48,46,5,56,3,2,,,19182,16038,,,100,100,,,,100,100,100,100,0.34,4.17,24,1,318.02,239,703,51.53,3.87,,1.02,7404,5245,1251,-44.31,-51.65,,969.57,141.18,153,140,,41,0.8,0.65,0.85,,0.95,0.8,1.45,1.12,,,0.96,
宿州,Suzhou,Anhui,2003,8,8,1,1,1715,4.7,5.15,1471,905,195,346,,25,,0.857725948,80,30,24,168,103,,,299.5,124,175.5,175.5,244,14.32,,10,3,40,,,,,13000,,,,98,100,,,,100,100,100,100,0.37,,,,601,,,,,,,8050,5300,1638,32,21,,1071,330,420,336,,80,1.03,,,,1.18,,,,,,1.1,
宣城,Xuancheng,Anhui,2003,6.5,,1,,1052.3,3.21,3.5,925.9,472.5,149.3,156.1,136,12,,0.879882163,95,21,19.95,128,105.5,,,94,11,83,83,126.4,12,3.89,11,1.8,73.9,6.1,1.5,,,8300,7400,,,100,100,,,,100,100,100,99,0.32,,21.4,,545.3,,518.2,14.97,1.41,,2.1,4725.1,3242.9,962.5,1.2,1,,880.8,112.9,96,96,,100,0.95,0.8,1.2,1.1,1.2,1.1,1.6,1.4,1.98,,1.1,
池州,Chizhou,Anhui,2003,8.5,,1,,1293.55,5,5.5,1034.84,675.11,124.8,123.52,99.73,11.67,,0.8,98,13,12.8,230,145,,,114.2,1.2,113,113,197.11,16,6.11,,,,,,,,20850,19500,,,100,100,,,,100,100,100,98,0.18,,18.5,,402.76,325.72,,98.43,76.09,,1.89,4901.78,3189.46,1704.98,266.64,111.73,,1187,180.57,171,171,,23,0.95,0.73,1.17,1.17,0.76,1.55,1.15,,1.76,,1.08,
亳州,Bozhou,Anhui,2003,3,3,1,1,500,6,2.5,345.72,224,28,88.72,25,7,,0.69144,80,22,17.6,50,40,,,155,95,60,60,120,24,,,,45,30,,,,16000,15600,,,100,100,,,,100,99,100,99,0.12,25,18,4.5,310,400,150,,,,,778,495,462,-88,-88,,1050,48,195,47,113,35,0.96,0.84,1.2,0.95,1,0.95,1.44,1.2,1.6,1.45,1.08,
巢湖,Chaohu Lake,Anhui,2003,8,,2,,2368,6.5,8,1599,879,160,400,160,,,0.675253378,100,23,23,,,1,3,210,,210,210,616,26,,,,,,,,,8200,7686,,,100,100,,,,100,100,100,,,,,,684,288,,,,,,5852,3282,1077,-197,-197,,913,246,175,42,15,20,0.8,0.6,1,0.7,1.1,0.8,1.2,0.9,,,0.88,
宁国,Ningguo,Anhui,2003,2,,1,,576.9,1.6,1.8,461.5,188.4,,215.6,,57.5,,0.799965332,96.3,8,6.76,242,112,,,149.68,,149.68,149.68,115.4,20,,23.06,23.76,36.81,,10.54,,,11432,9937,,,97,98.7,,,,98.9,98.9,97.6,100,0.25,25,4,1,241,418,,,,,12.3,2396,1482,493,-136.2,-136.2,,927,127.6,109,109,,14,0.7,0.55,1.2,0.9,1.1,0.9,1.1,0.8,1.3,0.9,1.03,
天长,Heavenly,Anhui,2003,3.7,3.7,1,1,449,1.23,,365,219,97,49,,,,0.812917595,,8,,,,,,103,,103,103,84,18.7,,,,,,,,,,,,,100,100,,,,100,100,99.9,,,,,,242.7,354,,,,,,722,373,524,-48,,,1261,104,95,85,,,0.97,,1.27,,1.17,,,,,,1.13,
桐城,Tongcheng,Anhui,2003,0.7,,1,,350,0.93,1.12,332.5,175,,81.5,76,,,0.95,97,11,10.5,,,1,5,59.85,4.2,55.65,55.65,17.5,5,4.6,,1.07,3.2,2.3,24.78,,,4800,,,,100,100,,,,100,100,100,100,0.2,8,12,1,46.8,141,,15,,,4,959,375,382,-5,,,709,101,164,28,,40,0.97,0.87,,,1.38,1.18,1.81,1.51,,,1.3,
界首,Jieshou,Anhui,2003,1.8,1.8,1,1,311,0.86,0.87,218,163,,26,29,,,0.70096463,93,98,91,,,,,50,,50,50,93,29,4.6,,3,,,,,,4700,3650,,,100,100,,,,100,100,100,100,0.3,,11,,178,527,,,,,,919,628,346,-65,,,1334,134,187,58,129,,1.2,1,,,1.4,1.2,1.55,1.35,,,,
明光,Bright light,Anhui,2003,2,,1,,290,0.8,2,259,203,14,27,14,1,,0.893103448,80,10,8,,,,,,,,,90,30,,,,,,,,,8000,7000,,,96,98,,,,98,98,98,96,,,,,200,145,,67.73,4.02,,3.8,1005,571,454,-43.5,,,127,120,180,120,,7,1,,1.5,,1.5,,1.7,,2,,1.14,
福州,Fuzhou,Fujian,2003,134.5,,7,,28787.86,78.87,91.59,21091.91,9068.15,3813.9,4670.54,3366.89,1.42,170.98,0.732666826,94,166.24,156.27,,158.98,,,1158,,1158,722.4,692.44,25.98,8.91,292.9,24.8,366.4,33.9,4.4,,,31666,26389,,,99.91,99.74,,,,99.96,99.96,100,98.79,,,,,6442.41,233.79,424.3,6458.95,22.44,7160.58,2.49,160168,114916,18896,54,36,,0.96,3507,1214,,,,,0.94,,0.93,0.93,,0.93,,1.15,,0.95,
福清,Fuqing,Fujian,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长乐,Changle,Fujian,2003,10,,2,,2307.76,6.32,8.3,1655.71,1311.12,151.76,91.06,101.77,,,0.717453288,97,8,7,,,,,180,7.8,172.2,180,652.05,28.25,4.5,8,25,31,12,55,19,30,9435,8756,,,99.36,98.99,,,,100,100,98.45,97,0.3,2.5,40,1,745.42,450.39,1125.98,115.5,6.98,6.55,3.96,12703,9179,1961,-18.78,-18.78,,1242.14,344.6,206,165,41,20,1.35,1,1.6,1.2,1.6,1.2,2,1.6,,,,
厦门,Xiamen,Fujian,2003,96,,7,,20548,56.29,66.3,17595,5305,2530,5793,2229,,322,0.856287717,,140,140,342.46,103.81,,,1487,131,1356,,2951,14.36,,,,,,,,,210000,140000,,,99.99,100,,,,100,100,100,96.73,,,,,7398,349.47,403.51,1737082,8.68,396806,1.98,287358,212856,22131,559,505,,1.02,3966,1457,1457,,420,1.8,1,1.8,1,1.4,1.1,1.8,1.2,2.1,1.8,,
南平,Nanping,Fujian,2003,10,,3,,2194,6.01,7.5,1873,1182,,544,,,147,0.853691887,96.93,22.49,21.8,703,268,1,0.5,76.52,0.52,76,,318,14.62,6.1,,,,,,,,12576,10341,,,100,98,,,,100,100,98,100,,62.7,11.9,7.47,847,386,386,426,19.42,44,1.99,8260,5131,2227,91.6,91.6,,1123,425,214,214,,27,1.25,1,1.45,1.2,1.45,1.2,1.65,1.4,1.45,1.2,1.45,1.2
邵武,Shaowu,Fujian,2003,7,,3,,884.45,2.8,3.19,751,515.3,11.4,98.3,120,6,,0.849115269,98,11.31,10.87,185,120,,,164.04,0.5,163.54,81.47,133.45,15.09,20.51,17.4,0.89,41.37,0.08,,,104.3,8936,8744,,,99.25,99.7,,,,99,99,99,100,0.3,,8,,206.63,255.6,639,127,8.97,95.25,1.09,2901,2243,763,0.5,0.5,,849.36,165,188,174,14,22,1.2,0.85,1.2,0.85,1.3,1,1.6,1.25,1.6,1.25,1.26,0.92
建瓯,Jianou,Fujian,2003,3.6,,2,,504,1.38,,386,305,,33,48,,,0.765873016,98,10,9.8,108,99,,,34,,,,118,23.41,6,,,,,96,,,14428,,,,99.25,99.7,,,,99,99,99,98,0.35,6.7,6,0.4,651.9,,,19.51,,,,1839.9,1538.08,387.4,0.45,0.09,,588.52,118,117,117,,29,1.5,0.95,,,1.3,1.1,1.7,1.4,,,1,
建阳,Jianyang,Fujian,2003,3,,1,,560,1.53,1.86,497,395.9,,51.4,49.7,,,0.8875,97,9.8,9.5,143,120,,,39.43,1.38,38.05,39.43,63,11.3,,9.58,1.35,28.5,,,,,8784,7958,,,100,98,,,,100,100,98,100,0.28,22.7,18.5,4.2,231.04,147.35,265.22,22100,3.95,7800,1.39,2476,1662,545,15.2,10.1,,747.1,116.99,96,89,7,13,1.2,0.95,1.3,1.1,1.3,1.1,1.6,1.4,,,1.25,1.01
三明,Sanming,Fujian,2003,,,,,,6,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宁德,Ningde,Fujian,2003,5.5,,2,,1141,3.13,4.3,1001,665,,15,175,37,109,0.877300613,98,13,12.7,211,134,,,86,2.1,83.9,84,177,15.51,10.63,19.8,2.5,38.95,14.68,12.23,,,15589,14882,,,99.77,99.8,,,,100,100,99,99,0.31,,,,154,270,320,16145,1.42,27285,2.39,6897,4468,1353,376,349,,881.15,288,200,200,,39,1.3,1.1,,,1.3,1.2,2.1,1.6,,,1.19,1.07
福安,Fuan,Fujian,2003,,,,,1186,3.25,3.45,895,714,,72,109,,,0.754637437,,11.76,11.76,208,166,1,5,763,0.5,106.26,629.74,189,16,19.4,5.35,0.55,57.07,,,,437.89,20320,18907,,,,99,,,,100,100,99.2,99,0.45,2.1,5.5,0.1,334,,281,75100,6.3,19700,1.66,1732,928,891,8,5,,710,273,186,186,,16,1.03,,,,1.2,,1.35,,,,1.1,
泉州,Quanzhou,Fujian,2003,27,,3,,6701,18.36,23.88,5695.2,3404,,1621,483,,187.2,0.849903,77.98,78.6,61.3,109,55.5,,,981.6,2.5,979.1,342.8,200.4,17.79,18.4,45,7.9,235,40,482,,196.9,41046,34842,,,99.11,98.49,,,,100,100,99.35,96,0.28,4,53.2,2.2,945.6,363,,115000,4.42,65500,2.51,14489,129,3071,-910,-91,,317,730,499,498,1,14,1.3,1,1.3,1.3,1.8,1.3,2.1,1.8,,,1.73,1.36
